chrom	locus	3D_x	3D_y	3D_z

1	196800000	130.692	-2.261	103.417

4	97050000	159.792	205.115	136.638

2	213450000	172.846	61.628	26.395

16	54200000	22.047	121.457	59.799

16	82600000	65.708	135.016	185.719

12	126300000	70.796	17.298	56.038

11	50450000	40.096	100.346	82.109

4	189900000	52.531	73.167	81.235

17	9400000	215.867	36.332	88.031

18	8000000	145.127	84.316	-4.947

14	37500000	151.236	16.131	137.689

4	109700000	167.855	131.169	49.127

1	9350000	-13.566	88.222	81.171

19	41100000	114.761	94.952	15.905

12	89450000	182.171	7.353	60.678

1	242600000	84.485	70.042	19.798

11	87600000	72.056	164.139	110.391

13	76550000	169.069	67.201	122.921

9	24600000	78.494	21.088	70.120

1	22700000	-1.423	107.868	152.317

4	150000000	73.748	147.387	15.247

4	32050000	107.739	101.330	215.822

9	16750000	145.543	169.579	100.756

5	62150000	81.917	173.988	154.223

16	43450000	89.479	87.348	98.493

11	91300000	34.302	143.383	136.731

4	89900000	199.917	151.551	100.322

17	57400000	93.524	175.757	141.222

17	8050000	203.762	11.362	112.742

3	75900000	188.368	-4.867	60.011

12	94400000	147.997	60.659	43.908

15	66750000	63.465	78.118	184.958

20	46850000	111.125	38.151	171.283

18	74600000	194.508	92.272	122.228

13	57100000	81.368	-20.476	61.160

3	33400000	106.985	30.434	126.310

4	56150000	173.379	64.718	128.866

15	93900000	103.029	75.154	0.014

6	27400000	72.921	94.577	65.118

9	120850000	118.137	28.459	149.716

5	65700000	92.003	153.815	127.011

2	185600000	149.489	115.579	9.391

4	71350000	182.942	124.502	137.113

10	3750000	153.538	154.196	47.634

12	63950000	182.866	81.275	126.331

12	101250000	121.915	-0.530	55.138

6	55850000	0.791	99.042	163.425

3	77100000	189.729	26.648	74.040

14	3500000	158.381	48.347	161.078

8	43800000	125.564	76.250	142.615

6	76050000	47.210	158.476	187.476

8	10300000	78.507	23.187	78.282

5	54700000	70.302	142.200	163.390

6	63900000	43.216	99.640	192.952

10	61000000	-21.928	105.637	83.664

15	44000000	175.843	139.249	44.451

7	125800000	67.088	25.663	176.659

14	54550000	92.739	61.889	40.215

7	30100000	86.484	113.666	29.431

4	85300000	189.934	115.863	73.873

14	34350000	162.100	74.446	161.969

7	15850000	57.176	218.289	92.190

5	140300000	84.216	96.269	51.786

6	27100000	68.964	91.235	74.281

5	179636150	18.287	74.297	82.781

4	172600000	26.320	112.549	13.931

6	78100000	67.791	143.777	212.324

7	47600000	8.843	154.091	112.141

9	88700000	46.892	102.032	160.336

4	92750000	200.478	182.018	124.181

10	34000000	65.806	167.799	119.396

2	242651676	128.883	158.920	82.663

13	39150000	140.802	74.220	30.432

13	58350000	88.520	-19.488	87.547

6	99450000	139.870	189.250	159.876

9	119750000	101.822	23.433	165.344

7	76700000	146.738	128.784	129.934

8	12950000	91.068	41.244	115.161

22	22927	164.134	32.452	84.379

15	37750000	105.958	201.292	130.421

10	40950000	145.102	103.916	105.595

18	6950000	172.958	79.015	16.218

1	8150000	8.864	99.740	66.624

7	55900000	65.336	175.280	132.100

1	62000000	120.013	179.091	39.643

16	65250000	-0.439	104.138	123.730

6	121000000	130.990	104.126	192.807

4	12050000	36.065	69.233	164.592

10	1850000	155.106	136.068	77.403

16	88000000	105.561	61.586	101.220

9	55650000	146.639	10.381	115.592

7	116200000	129.260	52.588	186.979

19	49650000	132.364	-9.833	64.813

6	168650000	176.882	8.842	62.721

3	158500000	131.597	181.233	55.887

11	111650000	94.155	146.827	190.270

8	95500000	173.585	146.219	88.052

18	57700000	8.304	76.524	195.269

10	134708607	180.167	131.756	55.121

20	23550000	14.570	125.417	113.061

17	28700000	37.152	85.215	39.195

10	131650000	143.928	29.565	176.665

11	69850000	199.259	94.095	56.185

21	339808	29.282	97.690	61.354

3	142900000	125.404	179.973	10.578

2	219350000	202.215	42.196	10.417

16	78100000	109.597	172.767	131.842

13	34950000	153.935	30.029	27.505

3	27450000	110.742	42.401	159.872

1	243300000	78.814	72.179	28.797

5	33350000	102.871	100.125	161.419

6	50150000	34.033	73.134	132.297

13	102850000	161.829	123.874	192.110

17	21300000	103.963	120.864	20.813

7	22900000	96.577	153.875	44.917

9	47050000	73.909	78.432	119.882

1	111750000	85.719	161.036	148.745

11	66600000	177.496	126.492	3.879

1	169100000	156.209	65.920	147.172

10	12500000	96.863	166.987	17.611

20	34600000	51.201	20.953	130.795

15	25500000	146.638	162.032	147.452

7	8300000	138.062	180.604	56.583

7	122550000	78.197	45.496	186.631

9	41250000	71.550	78.985	120.877

11	84600000	54.248	186.062	92.836

5	118600000	123.888	171.152	38.457

4	20950000	53.709	115.519	199.973

17	55750000	55.994	178.762	136.801

5	109350000	152.565	171.815	89.161

7	11300000	107.406	199.946	77.177

7	106850000	176.361	78.421	133.371

9	125400000	14.813	68.989	131.283

14	6550000	113.822	94.956	170.637

15	86050000	58.949	37.105	33.546

11	38700000	0.666	65.892	36.648

5	127800000	160.635	140.849	44.018

4	121500000	96.804	204.057	94.743

3	24800000	108.011	58.903	160.139

2	231050000	122.481	7.163	91.442

5	88200000	60.755	190.267	108.733

17	4350000	125.001	-24.227	80.038

11	44800000	29.422	98.142	30.127

16	12700000	115.017	12.058	127.143

13	74050000	153.357	25.078	149.414

9	100650000	61.192	99.437	164.236

8	94850000	173.417	157.411	98.029

2	196250000	90.635	96.218	-10.026

18	13000000	137.191	58.315	34.849

8	140000000	30.395	130.967	62.072

1	209600000	81.651	22.759	88.178

10	44650000	34.136	137.904	65.107

11	12900000	139.884	8.919	45.696

8	123450000	58.051	178.579	84.007

2	236250000	174.451	14.655	126.542

4	163350000	-3.008	138.064	85.461

2	144250000	73.626	208.201	53.574

19	34150000	60.312	120.569	34.555

2	78450000	210.451	109.848	143.300

3	108150000	191.471	96.283	-19.546

9	61300000	87.936	156.818	128.933

13	98050000	61.251	148.351	153.580

4	142800000	97.483	160.725	4.334

16	55300000	25.318	152.670	43.559

12	65950000	202.430	101.436	101.257

12	13250000	40.894	152.113	162.195

4	74500000	179.706	79.196	107.751

18	9600000	100.699	112.941	-9.533

2	183800000	166.676	133.577	16.807

13	55300000	134.593	-16.036	74.212

7	29350000	82.078	112.482	22.584

21	12300000	6.545	108.643	92.108

22	13650000	94.935	34.542	21.804

7	112500000	161.073	60.050	188.809

12	129800000	83.399	15.516	18.593

6	125050000	174.740	114.149	206.234

13	93650000	70.978	112.054	193.019

5	165500000	164.670	24.749	65.049

3	13350000	72.345	82.365	102.230

21	17750000	13.688	105.295	9.052

7	134050000	162.127	40.102	143.554

3	26200000	113.688	62.387	160.028

10	117150000	84.918	-26.538	141.746

14	52400000	113.991	40.786	40.739

10	31450000	95.890	162.689	112.875

5	130250000	142.879	145.581	21.587

15	14500000	69.423	44.189	120.779

8	35200000	88.892	43.159	204.395

12	39050000	140.509	60.900	187.674

9	57900000	29.662	134.536	75.787

6	19500000	29.120	42.615	125.736

6	57000000	15.377	112.385	141.503

8	103450000	172.678	118.927	46.761

7	75800000	153.073	122.772	114.628

5	126200000	169.706	139.788	58.844

22	30600000	124.531	124.910	-13.938

11	114800000	150.023	148.823	148.065

2	171550000	70.418	132.878	63.721

16	80500000	81.676	193.382	131.983

6	31650000	69.004	127.401	4.521

2	25300000	37.148	140.788	156.976

4	31100000	111.713	92.355	213.096

19	34950000	34.305	125.524	40.591

3	21550000	117.031	72.510	121.693

9	48100000	83.599	99.924	127.879

20	42050000	100.525	5.358	144.514

12	26550000	66.905	97.797	175.049

3	16800000	122.048	97.438	149.380

5	124300000	181.931	149.685	74.691

6	170574652	131.652	87.931	48.303

1	90650000	127.596	173.519	119.890

17	33300000	16.579	71.016	73.985

8	245688	157.703	59.822	64.523

8	20100000	98.141	10.599	101.067

15	34950000	196.019	149.844	89.279

6	47900000	27.213	89.168	108.553

14	29800000	196.756	58.025	92.449

4	6050000	92.962	-0.299	119.429

2	198850000	68.814	84.226	20.323

1	259559	47.600	75.880	81.758

1	244500000	101.146	72.386	29.397

18	13600000	133.255	68.534	33.004

20	47900000	97.358	64.910	196.194

5	950000	97.924	84.418	100.794

2	189350000	117.242	106.646	-4.603

2	84150000	142.647	146.090	151.653

17	65150000	137.244	142.161	182.787

20	49250000	82.895	103.896	198.614

10	47800000	53.868	100.934	70.994

11	82650000	56.822	211.670	107.250

20	2600000	77.763	77.286	11.802

11	129650000	94.219	93.608	224.127

6	87400000	69.700	189.548	133.062

10	134869076	180.791	150.515	31.718

6	119350000	143.614	122.675	170.953

21	38750000	72.626	-4.080	122.257

11	103600000	63.796	167.063	184.650

11	123150000	114.660	135.082	214.717

7	41500000	4.204	114.344	112.525

11	130750000	108.463	79.850	201.868

1	10100000	-13.307	88.500	92.952

6	140550000	166.510	80.325	135.334

7	10900000	111.507	200.669	84.697

4	57950000	182.037	104.224	171.849

3	187200000	77.209	205.845	103.155

5	74400000	58.664	124.979	130.332

18	72700000	166.611	68.830	122.531

6	152900000	194.127	55.966	138.946

5	17200000	84.811	79.918	171.985

17	33450000	16.925	72.063	77.390

21	42700000	171.214	47.458	184.239

7	3250000	167.015	107.905	-3.679

15	25650000	141.618	157.177	143.698

12	17800000	29.764	66.142	207.003

16	16950000	83.725	25.683	130.575

11	58700000	53.426	146.631	36.543

2	213050000	185.583	66.663	25.613

3	166450000	128.932	204.448	71.935

15	49600000	90.310	162.036	59.915

14	7550000	174.101	102.795	185.148

10	57200000	-50.319	118.458	94.927

18	37150000	163.465	40.475	127.834

12	31500000	118.474	126.992	202.760

1	212500000	151.134	38.115	73.679

11	127350000	127.130	92.587	196.528

7	71150000	169.454	155.581	116.038

17	17000000	157.857	61.110	47.556

6	170854600	114.457	112.514	48.399

4	19200000	52.265	135.607	184.252

4	5500000	97.894	6.129	119.821

6	70400000	17.844	149.056	144.781

14	21950000	171.306	137.606	131.470

21	38100000	77.427	9.774	146.227

7	21400000	58.244	167.445	46.787

14	72950000	63.972	112.467	179.869

18	550000	115.065	166.835	31.875

1	87950000	189.192	137.532	120.389

1	11650000	12.370	107.322	92.167

10	45850000	52.589	119.589	61.513

6	112000000	148.794	147.221	92.477

20	31500000	97.295	9.220	75.543

9	7750000	137.516	138.069	168.464

7	130650000	179.486	52.068	107.809

1	73950000	211.691	116.993	72.026

18	33200000	8.088	128.677	126.555

17	50550000	99.010	198.225	87.448

4	104200000	176.302	180.267	75.746

2	84000000	144.974	146.320	155.559

12	62750000	199.829	93.445	135.959

5	40300000	154.157	106.678	156.106

9	46650000	75.275	78.740	121.206

13	110150000	130.606	169.133	137.999

4	49700000	129.939	91.692	53.334

10	44950000	37.842	135.335	61.237

9	23150000	87.623	115.178	0.234

9	140850562	89.930	86.029	27.483

4	63050000	203.988	137.010	169.007

9	89400000	43.847	107.791	155.178

7	95100000	180.829	113.539	197.095

4	187550000	74.333	50.223	40.436

19	23500000	118.626	77.003	111.036

10	74000000	87.094	79.170	6.687

8	2000000	59.505	46.832	95.992

7	9800000	120.378	218.144	81.412

9	102750000	60.984	47.611	155.435

16	43800000	60.491	88.577	59.494

4	168850000	35.020	140.027	21.524

4	19000000	53.804	137.355	185.424

1	100400000	152.236	151.191	154.266

18	41400000	87.555	-15.988	80.989

7	157800000	170.497	24.558	53.046

9	105300000	81.898	11.664	126.807

1	170350000	133.283	68.377	136.025

6	62800000	61.968	96.240	172.306

4	316899	96.657	62.869	101.387

20	53000000	120.391	124.654	193.555

8	120450000	48.669	169.003	117.738

9	90850000	21.576	114.559	134.802

8	123000000	49.387	179.744	91.361

5	104200000	149.984	198.841	114.458

20	44750000	146.460	17.293	149.402

18	69050000	171.284	92.519	191.176

8	12750000	95.453	40.072	107.304

6	5200000	55.511	40.909	36.658

16	5550000	162.210	16.559	56.442

5	106300000	167.308	208.064	108.674

1	280050	45.086	77.373	81.089

11	134927454	120.437	78.093	182.734

8	100150000	170.458	83.410	53.074

9	106250000	75.231	12.174	145.231

15	9000000	57.931	104.296	77.575

11	5400000	146.382	49.231	69.874

10	18750000	60.193	184.289	43.279

11	90850000	38.740	138.497	130.265

6	10450000	77.036	16.149	130.114

7	110300000	134.386	80.194	205.667

2	48400000	143.340	58.140	190.438

3	58150000	81.027	-8.200	66.418

6	126450000	172.906	114.845	162.338

7	140950000	125.784	15.937	126.446

12	132597838	44.216	72.142	44.412

9	104450000	80.613	22.876	125.067

4	110750000	158.507	149.746	50.125

1	248791901	43.476	62.728	94.454

7	111200000	150.896	77.748	186.156

6	147700000	142.358	62.117	130.705

1	61350000	127.896	163.579	46.248

1	72050000	213.292	138.766	48.425

2	68900000	123.090	160.071	200.527

2	131900000	130.755	201.856	82.078

20	16650000	55.975	166.092	72.191

8	119850000	56.202	177.030	119.663

6	22050000	27.219	28.869	121.873

8	84800000	114.523	173.719	188.089

13	104300000	151.359	153.065	208.870

1	202000000	26.716	46.983	114.867

3	19650000	139.846	83.146	142.137

2	172300000	77.388	126.692	57.551

6	119450000	142.578	121.137	168.957

4	181300000	19.508	65.520	48.055

19	40550000	108.910	82.465	7.285

2	238850000	129.618	-8.650	151.596

4	34550000	120.245	77.858	221.158

11	101500000	81.878	194.032	181.772

2	217800000	150.144	26.449	12.008

4	185450000	100.469	55.923	18.515

9	87750000	33.819	83.102	165.053

13	18800000	135.050	118.244	55.673

20	55550000	153.610	75.630	183.853

14	479791	108.442	97.254	105.682

3	85350000	179.618	23.345	34.740

4	119450000	114.655	181.068	93.118

11	110000000	70.987	119.329	176.247

10	118200000	79.526	-32.598	150.631

14	69950000	54.727	91.421	186.529

2	128650000	109.520	173.240	99.533

10	28250000	109.499	182.727	104.583

3	54650000	58.850	14.802	22.804

13	74700000	159.016	28.663	136.467

6	144700000	151.351	53.400	144.326

1	119550000	109.807	117.644	148.179

9	58650000	54.217	115.898	136.072

10	20150000	36.172	213.422	61.651

8	64500000	187.461	87.454	198.917

12	121450000	74.052	142.361	34.049

10	25650000	65.500	197.589	94.397

7	116250000	129.480	53.140	185.806

1	216000000	150.552	19.132	57.259

3	183950000	61.337	136.182	56.581

13	20350000	127.227	152.461	36.607

16	52400000	77.213	131.172	16.991

3	12750000	60.932	84.558	94.955

4	9650000	55.383	60.387	147.063

17	51750000	81.869	176.912	87.669

17	80150000	129.871	166.630	45.718

7	10750000	112.601	203.157	86.161

3	195000000	43.145	123.751	45.333

13	85150000	105.800	52.221	216.055

21	9600000	121.232	81.341	141.868

9	26500000	84.016	109.184	75.419

2	850000	28.560	77.253	87.018

7	9200000	130.630	203.327	70.121

5	88050000	61.782	192.600	110.030

9	12800000	106.378	179.204	173.012

20	14750000	16.486	174.794	60.484

5	41250000	155.564	112.866	170.675

21	25050000	33.573	23.418	31.231

8	84750000	115.424	174.069	188.199

15	9450000	85.955	128.833	113.300

14	19700000	139.906	98.796	97.566

3	109900000	201.405	109.066	-23.043

8	98800000	169.232	105.887	63.703

1	96050000	202.583	141.290	145.476

8	138200000	9.887	155.028	85.980

2	145100000	86.032	210.588	38.849

15	1150000	77.102	175.086	149.320

7	85000000	95.012	133.419	197.326

2	22850000	31.976	110.416	146.853

2	195650000	90.832	96.699	-3.062

2	195150000	101.264	91.429	-5.190

6	120000000	137.679	113.850	164.063

7	131050000	179.747	47.060	115.225

2	134050000	113.575	211.861	80.252

7	126400000	68.440	37.482	169.438

18	9500000	102.888	111.561	-7.708

6	158550000	180.936	52.815	75.327

3	180350000	90.618	181.073	118.809

15	27900000	124.611	138.730	155.392

10	54800000	-23.463	116.761	119.945

10	116500000	90.725	-27.140	117.283

9	72850000	68.257	94.495	87.411

2	242912559	138.334	180.633	46.771

6	58050000	47.997	110.042	143.597

7	68200000	148.174	172.334	142.826

12	9250000	51.119	170.602	119.729

13	104250000	152.065	151.974	208.868

1	62750000	114.277	188.444	53.948

16	82950000	67.358	127.923	192.093

1	148500000	48.963	124.525	178.022

7	41150000	12.563	113.274	110.705

15	89850000	46.723	72.704	9.460

1	50050000	112.321	124.392	39.485

2	195200000	100.206	91.754	-4.875

19	23150000	81.969	62.253	111.701

4	82700000	201.614	92.569	76.449

14	96250000	21.825	147.863	79.287

4	139300000	115.390	154.412	28.661

17	14500000	128.353	34.832	31.692

4	173950000	54.852	95.399	21.740

12	13550000	45.871	151.369	167.113

6	156200000	179.793	39.785	118.807

10	59750000	-26.354	127.579	74.412

5	39150000	150.273	93.961	156.937

9	106150000	74.180	10.802	144.248

3	13050000	69.249	83.694	96.497

2	15950000	89.032	32.732	109.032

6	65450000	28.314	115.421	191.956

7	33700000	33.966	146.925	69.649

15	76900000	24.783	35.323	128.645

5	26250000	83.752	126.802	208.323

16	50850000	121.734	145.839	23.330

13	13450000	67.849	118.437	106.602

4	58950000	186.303	96.314	177.045

16	58000000	62.620	182.928	-6.629

12	85600000	175.924	-18.295	106.875

9	16500000	139.361	169.058	105.677

10	128900000	107.114	23.533	189.620

6	12150000	75.430	27.942	99.837

4	90450000	204.956	161.663	103.357

12	41550000	161.441	77.785	195.595

9	76850000	78.760	44.920	80.280

17	49350000	128.592	190.934	96.071

11	3900000	183.609	41.563	58.634

5	123400000	155.032	140.181	75.177

7	32550000	52.042	135.494	53.937

9	18600000	116.834	170.528	86.506

17	77850000	161.846	152.037	70.838

3	38150000	70.312	41.023	80.971

15	11250000	71.562	138.760	18.134

2	234150000	189.908	32.403	103.258

20	47550000	102.141	54.849	189.069

11	99950000	84.326	211.116	162.746

7	134250000	159.654	37.245	146.074

6	54400000	-6.401	111.502	127.997

1	207700000	120.019	14.041	85.862

20	61150000	170.511	75.942	96.908

8	4650000	26.400	46.667	136.870

9	76000000	88.427	46.296	81.959

10	94450000	51.247	-0.202	22.568

1	120350000	102.415	110.678	127.976

13	31450000	85.813	73.053	5.900

22	47200000	53.567	98.068	145.665

14	61450000	65.518	8.093	129.755

10	37550000	26.111	178.254	141.811

1	201000000	32.388	46.061	126.589

14	92150000	38.740	148.772	127.855

2	33050000	101.572	33.705	141.414

17	79300000	136.921	162.205	53.460

5	12250000	134.922	55.134	173.780

3	37750000	72.920	41.371	83.443

1	237650000	142.151	37.369	13.345

1	139400000	93.755	105.902	119.443

12	124850000	60.765	70.215	25.018

10	44750000	35.275	137.217	63.572

11	45550000	57.396	93.200	16.409

3	129800000	64.617	91.493	-24.692

9	47850000	74.622	85.854	119.897

3	151250000	95.713	139.495	34.457

2	25250000	36.536	140.347	156.882

18	369295	111.030	169.489	31.223

21	23000000	46.083	57.244	9.533

1	135650000	180.657	172.090	89.107

11	117850000	173.727	128.358	145.421

1	58300000	123.899	144.077	20.987

2	5950000	37.455	99.046	87.320

1	49000000	139.870	120.931	43.465

21	34650000	79.690	89.880	202.310

21	2900000	50.720	177.495	38.125

11	48750000	89.599	102.557	33.473

12	98150000	110.347	-3.857	101.796

17	45950000	197.045	176.006	71.477

17	29900000	33.534	105.414	44.136

6	32550000	87.897	142.122	4.364

10	7250000	105.017	146.869	-0.184

2	127200000	94.671	204.469	110.121

18	51150000	30.799	3.706	145.847

15	70250000	64.317	42.063	155.889

3	122300000	98.249	62.421	-51.423

6	81200000	79.549	155.052	183.707

11	8200000	109.617	15.141	110.130

8	64093	170.461	53.380	55.317

5	131600000	106.110	129.168	44.468

2	137550000	139.524	223.123	45.334

17	63150000	184.026	124.494	177.725

15	60000000	53.980	133.162	170.886

2	119550000	134.439	223.546	117.717

12	8450000	32.631	155.320	107.859

17	56900000	79.611	165.644	133.665

16	24100000	50.513	-9.729	59.413

12	112500000	105.529	139.136	23.326

15	73850000	-6.162	88.607	127.332

2	50650000	152.107	59.500	156.957

16	33100000	111.068	86.548	0.358

14	98750000	30.459	140.545	37.843

6	110150000	145.313	156.056	63.259

4	30800000	107.489	88.688	214.859

11	75900000	163.797	144.614	71.817

3	104300000	210.885	71.913	-1.753

14	22350000	171.916	132.106	138.854

21	43200000	174.216	64.648	186.796

4	29700000	85.436	95.452	227.097

6	118850000	150.463	130.854	175.474

5	174650000	60.228	37.699	72.886

15	56300000	29.911	152.285	106.668

10	80150000	49.944	49.669	49.131

2	231150000	125.711	7.190	91.826

5	129550000	159.310	155.446	24.864

3	170300000	86.888	148.693	65.029

1	85700000	175.214	132.131	111.530

3	104850000	196.361	62.491	1.045

4	61550000	212.916	109.972	165.484

8	13950000	61.167	34.371	148.784

16	83350000	62.138	118.081	196.084

4	67250000	155.003	133.854	151.731

13	62100000	55.496	-22.188	133.570

19	58544446	139.188	71.257	120.529

6	154600000	183.674	36.685	151.857

3	187100000	75.379	204.628	101.802

4	1400000	105.320	1.811	85.120

1	80950000	198.132	180.697	93.007

1	32750000	29.416	184.480	84.805

2	61100000	131.974	108.086	185.060

22	22250000	177.658	35.178	143.113

21	40150000	105.698	-12.979	118.460

22	28900000	174.627	112.602	4.017

18	61600000	54.271	106.804	201.051

4	37450000	118.562	52.818	158.059

15	74800000	-11.073	66.454	134.166

7	21100000	54.885	172.336	53.178

9	73600000	52.907	90.673	87.032

4	150800000	84.318	119.533	33.622

1	233300000	70.745	47.174	38.042

7	78600000	120.677	164.984	177.810

1	244100000	90.655	75.041	37.751

5	12550000	138.628	58.700	170.181

12	131550000	59.418	51.131	26.100

9	42100000	73.315	80.586	121.649

13	35450000	150.276	38.991	23.831

11	12250000	145.851	21.006	46.367

13	114599806	96.538	181.545	70.187

4	92600000	200.407	182.906	121.578

1	78700000	205.775	168.383	97.080

13	64900000	28.210	12.759	143.294

1	234400000	103.003	31.634	26.849

10	20300000	33.628	212.909	63.120

3	164450000	149.628	187.994	75.352

14	3450000	154.560	47.576	158.532

8	70150000	144.820	131.422	189.951

8	6650000	61.109	54.718	130.734

9	30100000	-18.119	89.033	150.132

13	10250000	154.531	110.264	64.816

14	9550000	107.896	64.116	115.810

8	56750000	143.270	91.210	169.682

18	14750000	99.205	100.649	27.073

11	22350000	39.585	-1.261	84.484

1	178650000	69.076	31.737	152.191

7	1400000	142.798	96.430	57.479

14	55150000	91.348	77.766	50.890

10	87150000	17.350	48.621	117.982

19	42950000	145.742	104.484	17.796

22	41250000	31.365	175.013	137.997

5	137150000	67.670	122.024	53.693

11	113300000	132.831	141.367	158.245

21	28550000	7.629	31.907	86.818

1	212400000	148.448	39.335	74.029

13	21800000	136.264	139.224	10.990

12	82450000	162.054	-2.079	134.665

2	222200000	186.735	34.256	44.009

3	55450000	58.532	13.903	33.254

7	39150000	34.920	95.661	63.570

1	172200000	102.648	55.360	149.036

7	106600000	179.537	79.253	129.877

1	54600000	106.248	155.112	47.385

1	188400000	163.595	5.296	136.347

8	110900000	120.222	192.205	81.555

9	87650000	32.947	80.830	165.111

19	43200000	148.027	99.070	18.662

13	96150000	49.931	124.546	171.565

8	52300000	112.025	90.825	222.372

16	52450000	74.805	131.144	17.642

1	38950000	34.649	159.354	118.108

11	48350000	102.288	100.032	25.566

5	109150000	152.446	168.509	92.907

4	67950000	161.546	121.996	141.415

19	38800000	79.356	58.458	24.095

16	374577	169.995	56.760	166.759

11	91100000	37.850	140.176	133.302

4	1150000	99.011	6.350	87.329

3	142750000	121.916	177.361	9.196

17	58300000	106.945	189.392	158.502

3	14900000	87.487	88.945	125.229

7	14650000	83.293	216.376	96.226

7	51200000	35.730	173.181	127.668

21	5350000	86.658	113.707	70.328

10	74850000	91.942	75.724	19.393

16	36350000	91.853	142.049	84.077

6	59700000	82.225	119.735	81.178

17	68850000	53.930	111.711	167.816

7	99000000	205.169	107.567	113.021

9	136150000	45.933	130.284	36.810

10	76850000	45.375	57.135	28.247

10	126950000	148.180	12.368	137.756

13	95300000	47.813	118.737	157.573

6	149050000	157.802	60.797	97.444

8	33800000	105.834	19.677	193.821

15	101775380	159.868	58.016	120.866

16	21850000	27.077	6.582	111.927

5	29100000	98.976	102.707	205.862

10	33200000	84.603	155.856	120.721

3	153350000	127.284	149.809	41.069

9	125950000	11.016	80.735	130.601

1	136550000	170.969	189.495	97.536

12	37400000	164.766	37.460	156.293

19	38500000	72.366	62.039	26.038

5	426098	92.562	86.120	88.003

20	38400000	44.557	57.310	170.786

7	125250000	78.487	17.383	176.237

17	37300000	43.109	132.844	101.735

2	98200000	126.700	196.972	153.980

8	98400000	175.177	112.827	65.631

12	19150000	52.970	66.476	229.361

2	21600000	50.269	90.255	135.852

15	32700000	182.203	124.173	114.637

2	61550000	122.291	117.385	180.076

1	149450000	46.175	123.869	188.906

19	52550000	95.260	9.092	38.967

4	154350000	80.916	118.351	25.168

13	60150000	73.746	11.437	87.463

8	11050000	88.230	15.866	74.115

21	17800000	14.551	105.589	8.291

16	15200000	90.204	15.892	131.563

14	44600000	143.975	-1.278	72.688

20	39200000	53.408	54.604	185.552

14	6500000	106.824	102.277	167.709

10	59150000	-33.806	134.701	64.205

5	167950000	136.523	38.924	54.101

9	91600000	20.658	131.084	125.232

3	111900000	146.250	79.798	-39.727

4	133450000	70.880	205.680	47.120

4	183150000	53.019	61.960	34.736

18	42750000	32.251	-12.740	88.836

7	29750000	86.728	115.799	26.742

17	31050000	12.724	117.299	51.620

14	3400000	150.889	47.258	155.882

17	7300000	190.760	11.934	130.096

10	127350000	136.293	13.594	143.744

11	9550000	102.856	4.472	98.960

12	118050000	79.590	97.640	2.747

14	8500000	168.217	102.279	107.952

11	22600000	32.934	-4.056	89.040

8	137400000	13.745	142.588	86.874

15	72850000	13.527	75.494	146.754

8	73600000	177.904	143.236	169.729

8	28000000	147.021	9.309	100.514

4	81600000	187.930	91.005	68.969

22	8300000	130.901	95.063	116.774

10	121750000	153.380	3.228	76.373

12	4300000	39.912	198.454	92.426

1	168850000	158.967	64.696	151.329

3	125350000	72.250	50.575	-42.488

7	150100000	130.224	38.706	87.919

4	5400000	99.605	7.395	120.930

18	48450000	139.769	5.812	143.762

9	119300000	94.431	32.795	167.724

5	150850000	120.745	78.301	36.068

8	116400000	79.050	199.783	81.200

4	120050000	104.081	183.857	100.741

6	45950000	35.790	117.111	81.323

9	61800000	49.036	179.748	162.367

3	34600000	81.680	34.582	112.930

2	105150000	186.899	167.911	115.845

20	45100000	144.070	19.302	154.330

17	64450000	155.994	134.542	188.661

2	162150000	124.948	177.399	4.441

20	38450000	45.032	57.406	172.304

7	6150000	166.902	140.867	36.841

13	101950000	146.163	116.362	206.213

18	77988744	118.255	46.566	99.465

15	23650000	192.285	158.449	159.673

6	28700000	60.764	97.345	42.892

11	8700000	96.241	11.946	110.445

14	32850000	189.708	57.321	150.166

16	73800000	116.372	205.856	87.046

